"Timestamp","Variable","Value"
1743248100000,PIC11151A - Limites de Abertura/Fechamento,5
1743248100000,PIC11151A - Modos de Operacao,46
1743248100000,PIC11151A - SP Int/Ext,2
1743248100000,PIC11151A\MV,80.31671905517578
1743248100000,PIC11151A\PV_IN,201.59290313720703
1743248100000,PIC11151A\SP,220
1743248160000,II113RC001\U,16.618267059326172
1743248160000,PIC11151A - Alarme,0
1743248160000,PIC11151A - Falha,192
1743248160000,PIC11151A - Limites de Abertura/Fechamento,5
1743248160000,PIC11151A - Modos de Operacao,46
1743248160000,PIC11151A - SP Int/Ext,2
1743248160000,PIC11151A\MV,80.01570892333984
1743248160000,PIC11151A\PV_IN,218.88743591308594
1743248160000,PIC11151A\SP,220
1743248220000,II113RC001\U,16.599590301513672
1743248220000,PIC11151A - Alarme,0
1743248220000,PIC11151A - Falha,192
1743248220000,PIC11151A - Limites de Abertura/Fechamento,5
1743248220000,PIC11151A - Modos de Operacao,46
1743248220000,PIC11151A - SP Int/Ext,2
1743248220000,PIC11151A\MV,80.99710083007812
1743248220000,PIC11151A\PV_IN,236.55294799804688
1743248220000,PIC11151A\SP,220
1743248280000,II113RC001\U,16.59624671936035
1743248280000,PIC11151A - Alarme,0
1743248280000,PIC11151A - Falha,192
1743248280000,PIC11151A - Limites de Abertura/Fechamento,5
1743248280000,PIC11151A - Modos de Operacao,46
1743248280000,PIC11151A - SP Int/Ext,2
1743248280000,PIC11151A\MV,82.03586959838867
1743248280000,PIC11151A\PV_IN,242.7356185913086
1743248280000,PIC11151A\SP,220
1743248340000,II113RC001\U,16.59701919555664
1743248340000,PIC11151A - Alarme,0
1743248340000,PIC11151A - Falha,192
1743248340000,PIC11151A - Limites de Abertura/Fechamento,5
1743248340000,PIC11151A - Modos de Operacao,46
1743248340000,PIC11151A - SP Int/Ext,2
1743248340000,PIC11151A\MV,82.9896469116211
1743248340000,PIC11151A\PV_IN,231.07150268554688
1743248340000,PIC11151A\SP,220
