Timestamp,PIC11151A_-_SP_Int_Ext_mean_1h,PIC11151A_-_SP_Int_Ext_std_1h,PIC11151A_-_SP_Int_Ext_max_1h,PIC11151A_-_SP_Int_Ext_min_1h,PIC11151A_-_SP_Int_Ext_median_1h,PIC11151A_-_SP_Int_Ext_range_1h,PIC11151A_-_SP_Int_Ext_mean_6h,PIC11151A_-_SP_Int_Ext_std_6h,PIC11151A_-_SP_Int_Ext_max_6h,PIC11151A_-_SP_Int_Ext_min_6h,PIC11151A_-_SP_Int_Ext_median_6h,PIC11151A_-_SP_Int_Ext_range_6h,PIC11151A_-_SP_Int_Ext_crossings_6h,PIC11151A_-_SP_Int_Ext_mean_12h,PIC11151A_-_SP_Int_Ext_std_12h,PIC11151A_-_SP_Int_Ext_max_12h,PIC11151A_-_SP_Int_Ext_min_12h,PIC11151A_-_SP_Int_Ext_median_12h,PIC11151A_-_SP_Int_Ext_range_12h,PIC11151A_MV_mean_1h,PIC11151A_MV_std_1h,PIC11151A_MV_max_1h,PIC11151A_MV_min_1h,PIC11151A_MV_median_1h,PIC11151A_MV_range_1h,PIC11151A_MV_mean_6h,PIC11151A_MV_std_6h,PIC11151A_MV_max_6h,PIC11151A_MV_min_6h,PIC11151A_MV_median_6h,PIC11151A_MV_range_6h,PIC11151A_MV_crossings_6h,PIC11151A_MV_mean_12h,PIC11151A_MV_std_12h,PIC11151A_MV_max_12h,PIC11151A_MV_min_12h,PIC11151A_MV_median_12h,PIC11151A_MV_range_12h,PIC11151A_PV_IN_mean_1h,PIC11151A_PV_IN_std_1h,PIC11151A_PV_IN_max_1h,PIC11151A_PV_IN_min_1h,PIC11151A_PV_IN_median_1h,PIC11151A_PV_IN_range_1h,PIC11151A_PV_IN_mean_6h,PIC11151A_PV_IN_std_6h,PIC11151A_PV_IN_max_6h,PIC11151A_PV_IN_min_6h,PIC11151A_PV_IN_median_6h,PIC11151A_PV_IN_range_6h,PIC11151A_PV_IN_crossings_6h,PIC11151A_PV_IN_mean_12h,PIC11151A_PV_IN_std_12h,PIC11151A_PV_IN_max_12h,PIC11151A_PV_IN_min_12h,PIC11151A_PV_IN_median_12h,PIC11151A_PV_IN_range_12h,PIC11151A_SP_mean_1h,PIC11151A_SP_std_1h,PIC11151A_SP_max_1h,PIC11151A_SP_min_1h,PIC11151A_SP_median_1h,PIC11151A_SP_range_1h,PIC11151A_SP_mean_6h,PIC11151A_SP_std_6h,PIC11151A_SP_max_6h,PIC11151A_SP_min_6h,PIC11151A_SP_median_6h,PIC11151A_SP_range_6h,PIC11151A_SP_crossings_6h,PIC11151A_SP_mean_12h,PIC11151A_SP_std_12h,PIC11151A_SP_max_12h,PIC11151A_SP_min_12h,PIC11151A_SP_median_12h,PIC11151A_SP_range_12h,II113RC001_U_mean_1h,II113RC001_U_std_1h,II113RC001_U_max_1h,II113RC001_U_min_1h,II113RC001_U_median_1h,II113RC001_U_range_1h,II113RC001_U_mean_6h,II113RC001_U_std_6h,II113RC001_U_max_6h,II113RC001_U_min_6h,II113RC001_U_median_6h,II113RC001_U_range_6h,II113RC001_U_crossings_6h,II113RC001_U_mean_12h,II113RC001_U_std_12h,II113RC001_U_max_12h,II113RC001_U_min_12h,II113RC001_U_median_12h,II113RC001_U_range_12h
2025-03-29 10:38:00,2.0,,2.0,2.0,2.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,2.0,,2.0,2.0,2.0,0.0,80.04522705078125,,80.04522705078125,80.04522705078125,80.04522705078125,0.0,80.04522705078125,,80.04522705078125,80.04522705078125,80.04522705078125,0.0,0.0,80.04522705078125,,80.04522705078125,80.04522705078125,80.04522705078125,0.0,201.79721069335935,,201.79721069335935,201.79721069335935,201.79721069335935,0.0,201.79721069335935,,201.79721069335935,201.79721069335935,201.79721069335935,0.0,0.0,201.79721069335935,,201.79721069335935,201.79721069335935,201.79721069335935,0.0,220.0,,220.0,220.0,220.0,0.0,220.0,,220.0,220.0,220.0,0.0,0.0,220.0,,220.0,220.0,220.0,0.0,16.604581832885742,,16.604581832885742,16.604581832885742,16.604581832885742,0.0,16.604581832885742,,16.604581832885742,16.604581832885742,16.604581832885742,0.0,0.0,16.604581832885742,,16.604581832885742,16.604581832885742,16.604581832885742,0.0
2025-03-29 10:39:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,79.90700721740723,0.1954723629464933,80.04522705078125,79.7687873840332,79.90700721740723,0.2764396667480469,79.90700721740723,0.1954723629464933,80.04522705078125,79.7687873840332,79.90700721740723,0.2764396667480469,0.0,79.90700721740723,0.1954723629464933,80.04522705078125,79.7687873840332,79.90700721740723,0.2764396667480469,208.41943740844727,9.365242833586796,215.0416641235352,201.79721069335935,208.41943740844727,13.244453430175867,208.41943740844727,9.365242833586796,215.0416641235352,201.79721069335935,208.41943740844727,13.244453430175867,1.0,208.41943740844727,9.365242833586796,215.0416641235352,201.79721069335935,208.41943740844727,13.244453430175867,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.61104440689087,0.009139459805890348,16.617506980895996,16.604581832885742,16.61104440689087,0.012925148010253906,16.61104440689087,0.009139459805890348,16.617506980895996,16.604581832885742,16.61104440689087,0.012925148010253906,1.0,16.61104440689087,0.009139459805890348,16.617506980895996,16.604581832885742,16.61104440689087,0.012925148010253906
2025-03-29 10:40:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,80.013671875,0.2307309469405732,80.22700119018555,79.7687873840332,80.04522705078125,0.45821380615234375,80.013671875,0.2307309469405732,80.22700119018555,79.7687873840332,80.04522705078125,0.45821380615234375,1.0,80.013671875,0.2307309469405732,80.22700119018555,79.7687873840332,80.04522705078125,0.45821380615234375,215.56490071614584,14.036624391605839,229.85582733154297,201.79721069335935,215.0416641235352,28.058616638183622,215.56490071614584,14.036624391605839,229.85582733154297,201.79721069335935,215.0416641235352,28.058616638183622,2.0,215.56490071614584,14.036624391605839,229.85582733154297,201.79721069335935,215.0416641235352,28.058616638183622,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.60552469889323,0.01153977434395424,16.617506980895996,16.59448528289795,16.604581832885742,0.023021697998046875,16.60552469889323,0.01153977434395424,16.617506980895996,16.59448528289795,16.604581832885742,0.023021697998046875,1.0,16.60552469889323,0.01153977434395424,16.617506980895996,16.59448528289795,16.604581832885742,0.023021697998046875
2025-03-29 10:41:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,80.42968368530273,0.853085274262092,81.67771911621094,79.7687873840332,80.1361141204834,1.9089317321777344,80.42968368530273,0.853085274262092,81.67771911621094,79.7687873840332,80.1361141204834,1.9089317321777344,2.0,80.42968368530273,0.853085274262092,81.67771911621094,79.7687873840332,80.1361141204834,1.9089317321777344,222.14556884765625,17.451990959075598,241.8875732421875,201.79721069335935,222.4487457275391,40.09036254882815,222.14556884765625,17.451990959075598,241.8875732421875,201.79721069335935,222.4487457275391,40.09036254882815,2.0,222.14556884765625,17.451990959075598,241.8875732421875,201.79721069335935,222.4487457275391,40.09036254882815,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.603971004486084,0.009921363809952493,16.617506980895996,16.59448528289795,16.601945877075195,0.023021697998046875,16.603971004486084,0.009921363809952493,16.617506980895996,16.59448528289795,16.601945877075195,0.023021697998046875,1.0,16.603971004486084,0.009921363809952493,16.617506980895996,16.59448528289795,16.601945877075195,0.023021697998046875
2025-03-29 10:42:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,80.8618179321289,1.216353526024502,82.5903549194336,79.7687873840332,80.22700119018555,2.8215675354003906,80.8618179321289,1.216353526024502,82.5903549194336,79.7687873840332,80.22700119018555,2.8215675354003906,2.0,80.8618179321289,1.216353526024502,82.5903549194336,79.7687873840332,80.22700119018555,2.8215675354003906,225.58287658691407,16.9559551131321,241.8875732421875,201.79721069335935,229.85582733154297,40.09036254882815,225.58287658691407,16.9559551131321,241.8875732421875,201.79721069335935,229.85582733154297,40.09036254882815,2.0,225.58287658691407,16.9559551131321,241.8875732421875,201.79721069335935,229.85582733154297,40.09036254882815,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.602008628845216,0.00964778138571044,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812,16.602008628845216,0.00964778138571044,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812,1.0,16.602008628845216,0.00964778138571044,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812
2025-03-29 10:43:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,81.15093358357747,1.2981293771011317,82.59651184082031,79.7687873840332,80.95236015319824,2.8277244567871094,81.15093358357747,1.2981293771011317,82.59651184082031,79.7687873840332,80.95236015319824,2.8277244567871094,2.0,81.15093358357747,1.2981293771011317,82.59651184082031,79.7687873840332,80.95236015319824,2.8277244567871094,224.0900904337565,15.600448520257165,241.8875732421875,201.79721069335935,223.24099349975586,40.09036254882815,224.0900904337565,15.600448520257165,241.8875732421875,201.79721069335935,223.24099349975586,40.09036254882815,2.0,224.0900904337565,15.600448520257165,241.8875732421875,201.79721069335935,223.24099349975586,40.09036254882815,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.60087505976359,0.009064966724156198,16.617506980895996,16.59415912628174,16.59725856781006,0.023347854614257812,16.60087505976359,0.009064966724156198,16.617506980895996,16.59415912628174,16.59725856781006,0.023347854614257812,1.0,16.60087505976359,0.009064966724156198,16.617506980895996,16.59415912628174,16.59725856781006,0.023347854614257812
2025-03-29 10:44:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,81.20162963867188,1.1925912388963869,82.59651184082031,79.7687873840332,81.50580596923828,2.8277244567871094,81.20162963867188,1.1925912388963869,82.59651184082031,79.7687873840332,81.50580596923828,2.8277244567871094,2.0,81.20162963867188,1.1925912388963869,82.59651184082031,79.7687873840332,81.50580596923828,2.8277244567871094,221.12274169921875,16.261850180126135,241.8875732421875,201.79721069335935,216.62615966796875,40.09036254882815,221.12274169921875,16.261850180126135,241.8875732421875,201.79721069335935,216.62615966796875,40.09036254882815,2.0,221.12274169921875,16.261850180126135,241.8875732421875,201.79721069335935,216.62615966796875,40.09036254882815,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.600726672581263,0.008284452268126585,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812,16.600726672581263,0.008284452268126585,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812,1.0,16.600726672581263,0.008284452268126585,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812
2025-03-29 10:45:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,81.08894634246826,1.1492049793649237,82.59651184082031,79.7687873840332,80.90298461914062,2.8277244567871094,81.08894634246826,1.1492049793649237,82.59651184082031,79.7687873840332,80.90298461914062,2.8277244567871094,2.0,81.08894634246826,1.1492049793649237,82.59651184082031,79.7687873840332,80.90298461914062,2.8277244567871094,218.50628471374512,16.77606317034526,241.8875732421875,200.1910858154297,215.83391189575198,41.69648742675781,218.50628471374512,16.77606317034526,241.8875732421875,200.1910858154297,215.83391189575198,41.69648742675781,2.0,218.50628471374512,16.77606317034526,241.8875732421875,200.1910858154297,215.83391189575198,41.69648742675781,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.60071551799774,0.007669977314943966,16.617506980895996,16.59415912628174,16.599573135375977,0.023347854614257812,16.60071551799774,0.007669977314943966,16.617506980895996,16.59415912628174,16.599573135375977,0.023347854614257812,1.0,16.60071551799774,0.007669977314943966,16.617506980895996,16.59415912628174,16.599573135375977,0.023347854614257812
2025-03-29 10:46:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,80.94875929090712,1.1543222075534862,82.59651184082031,79.7687873840332,80.30016326904297,2.8277244567871094,80.94875929090712,1.1543222075534862,82.59651184082031,79.7687873840332,80.30016326904297,2.8277244567871094,2.0,80.94875929090712,1.1543222075534862,82.59651184082031,79.7687873840332,80.30016326904297,2.8277244567871094,217.63269466824002,15.909908694487797,241.8875732421875,200.1910858154297,215.0416641235352,41.69648742675781,217.63269466824002,15.909908694487797,241.8875732421875,200.1910858154297,215.0416641235352,41.69648742675781,2.0,217.63269466824002,15.909908694487797,241.8875732421875,200.1910858154297,215.0416641235352,41.69648742675781,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.60001129574246,0.007479194065793945,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812,16.60001129574246,0.007479194065793945,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812,1.0,16.60001129574246,0.007479194065793945,16.617506980895996,16.59415912628174,16.59930992126465,0.023347854614257812
2025-03-29 10:47:00,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,80.86919136047364,1.1170135317304974,82.59651184082031,79.7687873840332,80.26358222961426,2.8277244567871094,80.86919136047364,1.1170135317304974,82.59651184082031,79.7687873840332,80.26358222961426,2.8277244567871094,2.0,80.86919136047364,1.1170135317304974,82.59651184082031,79.7687873840332,80.26358222961426,2.8277244567871094,218.63704605102538,15.332559800578226,241.8875732421875,200.1910858154297,215.83391189575198,41.69648742675781,218.63704605102538,15.332559800578226,241.8875732421875,200.1910858154297,215.83391189575198,41.69648742675781,3.0,218.63704605102538,15.332559800578226,241.8875732421875,200.1910858154297,215.83391189575198,41.69648742675781,220.0,0.0,220.0,220.0,220.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,0.0,220.0,0.0,220.0,220.0,220.0,0.0,16.599574851989747,0.007185249044054952,16.617506980895996,16.59415912628174,16.59747838973999,0.023347854614257812,16.599574851989747,0.007185249044054952,16.617506980895996,16.59415912628174,16.59747838973999,0.023347854614257812,1.0,16.599574851989747,0.007185249044054952,16.617506980895996,16.59415912628174,16.59747838973999,0.023347854614257812
